,기업명,PER,EPS,PER(krx),EPS(krx),추정PER,추정EPS,PBR,BPS,배당수익률,이자보상배율,유동비율
052220,iMBC,-32.67,-73,N/A,N/A,N/A,N/A,1.09,"2,180",1.89,238.9,250.1
079650,서산,-90.38,-39,N/A,N/A,N/A,N/A,0.96,"3,671",0.37,N/A,611.9
052900,KMH하이텍,9.80,99,9.70,100,N/A,N/A,0.68,"1,423",N/A,8.9,321.4
066910,손오공,47.06,51,47.06,51,N/A,N/A,2.59,927,N/A,5.5,200.7
049950,미래컴퍼니,19.63,"2,425",17.32,"2,748",N/A,N/A,3.35,"14,214",0.61,51.2,247
052460,아이크래프트,-64.34,-53,N/A,N/A,N/A,N/A,1.35,"2,525",1.62,N/A,390.6
079160,CJ CGV,-5.38,"-6,647",N/A,N/A,77.00,462,6.77,"5,284",0.56,1.7,52.4
081000,일진다이아,44.54,678,44.48,679,N/A,N/A,3.35,"9,028",0.83,16.4,203.8
072870,메가스터디,6.06,"1,905",6.03,"1,915",N/A,N/A,0.53,"21,814",3.46,14.4,251.8
073010,케이에스피,-0.81,"-1,929",N/A,N/A,N/A,N/A,2.67,586,N/A,6,552.8
046440,KG모빌리언스,16.58,424,16.82,418,N/A,N/A,0.95,"7,370",2.85,10.4,176.7
078600,대주전자재료,611.11,27,611.11,27,N/A,N/A,2.95,"5,586",N/A,0.9,116.2
054450,텔레칩스,19.55,683,17.90,746,N/A,N/A,1.72,"7,763",0.90,197.4,352.4
078150,HB테크놀러지,40.00,86,39.09,88,N/A,N/A,1.71,"2,012",0.58,6.2,258.9
067990,도이치모터스,9.15,"1,278",8.81,"1,328",5.00,"2,390",1.65,"7,109",N/A,9,110.1
014830,유니드,12.15,"4,062",12.15,"4,062",N/A,N/A,0.67,"73,967",2.23,6.6,137.2
051360,토비스,5.86,"1,175",5.58,"1,234",N/A,N/A,0.61,"11,281",2.91,14.9,185.3
072520,제넨바이오,-31.94,-98,N/A,N/A,N/A,N/A,5.92,529,N/A,N/A,51.4
041650,상신브레이크,10.65,382,9.62,423,N/A,N/A,0.47,"8,669",2.46,0.8,120.3
078130,국일제지,-186.32,-19,N/A,N/A,N/A,N/A,7.39,479,N/A,0.4,84.1
068790,DMS,8.29,661,8.28,662,N/A,N/A,0.83,"6,582",1.83,5.6,95.7
079660,사조해표,7.61,"1,101",7.61,"1,101",N/A,N/A,0.39,"21,705",1.19,2,84.7
023810,인팩,24.28,166,24.28,166,N/A,N/A,0.39,"10,240",3.23,N/A,88
078940,코드네이처,-4.45,-335,N/A,N/A,N/A,N/A,15.20,98,N/A,0.7,82.6
048870,시너지이노베이션,-83.54,-24,N/A,N/A,N/A,N/A,2.14,937,N/A,1,98.9
065350,신성델타테크,20.58,182,20.46,183,N/A,N/A,0.69,"5,447",1.34,2.6,93.2
078930,GS,5.38,"9,537",5.38,"9,539",5.00,"10,638",0.57,"89,680",3.70,7.7,62.3
077500,유니퀘스트,16.36,442,16.10,449,N/A,N/A,1.03,"7,029",1.38,19.9,158.3
058730,다스코,5.67,"1,179",5.66,"1,181",N/A,N/A,0.81,"8,298",2.99,9,171.1
039340,한국경제TV,10.21,627,9.92,645,N/A,N/A,1.31,"4,872",1.56,79,209.1
034220,LG디스플레이,-29.62,-579,N/A,N/A,-22.00,-766,0.44,"39,068",2.91,N/A,97.8
064260,다날,65.00,51,63.75,52,N/A,N/A,1.14,"2,914",N/A,1.9,209.2
078000,텔코웨어,26.45,654,15.35,"1,127",N/A,N/A,0.88,"19,680",3.76,N/A,N/A
011080,형지I&C,-4.42,-160,N/A,N/A,N/A,N/A,1.32,537,2.12,0.2,129.6
050090,휘닉스소재,-19.95,-41,N/A,N/A,N/A,N/A,2.02,405,N/A,N/A,N/A
029960,코엔텍,22.35,490,22.26,492,N/A,N/A,3.67,"2,986",3.65,100.9,315.5
057030,와이비엠넷,179.57,23,179.57,23,N/A,N/A,1.59,"2,599",2.42,2.5,105.6
065770,CS,19.04,218,19.04,218,N/A,N/A,3.47,"1,197",N/A,2.2,598.5
074430,아미노로직스,21.43,91,21.43,91,N/A,N/A,3.22,606,N/A,77.7,744.8
077280,한컴지엠디,15.50,149,15.20,152,N/A,N/A,0.57,"4,071",N/A,4.2,254
066700,테라젠이텍스,-27.56,-332,N/A,N/A,N/A,N/A,3.44,"2,658",N/A,N/A,198.5
066900,디에이피,10.02,330,8.20,403,N/A,N/A,0.59,"5,579",N/A,1.7,75.5
078350,한양디지텍,37.66,94,36.49,97,N/A,N/A,0.84,"4,220",N/A,N/A,90.3
077970,STX엔진,7.24,"1,009",6.03,"1,213",N/A,N/A,0.91,"8,001",N/A,2.2,145.2
075970,동국알앤에스,14.49,158,13.80,166,N/A,N/A,0.57,"4,015",3.49,6.9,177.7
069540,라이트론,-3.86,"-1,405",N/A,N/A,N/A,N/A,1.26,"4,317",3.69,8.5,128.8
073190,듀오백,-8.76,-270,N/A,N/A,N/A,N/A,0.86,"2,739",5.38,108.7,377.4
054090,삼진엘앤디,31.92,73,31.07,75,N/A,N/A,0.62,"3,774",3.22,0.9,158.5
041910,에스텍파마,14.96,554,14.67,565,N/A,N/A,1.08,"7,641",0.60,17.2,573.7
034310,NICE,13.44,"1,588",13.31,"1,604",N/A,N/A,1.26,"17,008",0.84,4,121.7
019680,대교,33.54,181,29.61,205,N/A,N/A,0.87,"7,006",3.46,4.4,164.2
073070,에스모,"-1,497.50",-4,N/A,N/A,N/A,N/A,6.72,891,0.42,N/A,140.7
039670,한류타임즈,-1.01,-807,N/A,N/A,N/A,N/A,0.80,"1,012",N/A,N/A,79.3
067770,세진티에스,-10.42,-283,N/A,N/A,N/A,N/A,0.62,"4,737",N/A,N/A,N/A
070590,한솔인티큐브,-16.81,-166,N/A,N/A,N/A,N/A,1.53,"1,818",1.08,1,146.4
073570,WI,-5.13,"-1,561",N/A,N/A,N/A,N/A,3.29,"2,435",N/A,N/A,194.3
073640,삼원테크,-41.25,-44,N/A,N/A,N/A,N/A,3.89,467,N/A,N/A,114.1
065680,우주일렉트로,142.54,67,124.03,77,N/A,N/A,0.45,"21,055",1.57,8,270.2
057880,토필드,-2.60,-843,N/A,N/A,N/A,N/A,2.90,756,N/A,N/A,80.8
024110,기업은행,5.23,"2,666",5.51,"2,531",5.00,"2,674",0.44,"31,891",4.95,N/A,N/A
074610,나노메딕스,-24.64,-280,N/A,N/A,N/A,N/A,5.90,"1,170",N/A,N/A,78.3
060570,드림어스컴퍼니,-18.48,-420,N/A,N/A,N/A,N/A,2.70,"2,877",N/A,N/A,401.4
066410,버킷스튜디오,-4.23,-701,N/A,N/A,N/A,N/A,2.85,"1,041",N/A,1.4,189.3
067160,아프리카TV,34.00,"1,894",31.94,"2,016",22.00,"2,868",7.53,"8,547",0.73,157,148.9
074600,원익QnC,7.56,"1,541",7.56,"1,541",8.00,"1,544",1.46,"8,003",N/A,14.8,115.6
071280,로체시스템즈,-46.80,-89,N/A,N/A,N/A,N/A,0.96,"4,329",0.48,23.9,387
041440,에버다임,10.09,566,10.05,568,N/A,N/A,0.53,"10,758",1.93,N/A,246
069510,에스텍,7.30,"1,829",5.63,"2,373",N/A,N/A,0.81,"16,524",3.74,42.4,308
067170,오텍,13.83,965,13.42,995,N/A,N/A,1.43,"9,312",0.75,2.6,140.4
054780,키이스트,-34.26,-102,N/A,N/A,N/A,N/A,5.81,602,N/A,N/A,208.4
025750,한솔홈데코,9.48,145,9.48,145,N/A,N/A,0.69,"2,006",1.46,2.8,94.6
072020,중앙백신,56.58,365,55.66,371,N/A,N/A,2.42,"8,536",0.24,31.5,525
065510,휴비츠,18.26,597,17.84,611,16.00,703,1.51,"7,237",1.38,5.3,147
072470,우리산업홀딩스,47.21,102,47.21,102,N/A,N/A,0.66,"7,257",1.04,2.6,135.5
068930,디지털대성,38.00,260,32.39,305,N/A,N/A,2.71,"3,642",2.02,50.7,128.6
069110,코스온,-78.02,-106,N/A,N/A,N/A,N/A,1.68,"4,918",N/A,0.7,130.7
007660,이수페타시스,-31.10,-164,N/A,N/A,N/A,N/A,1.14,"4,466",1.37,N/A,94.5
035250,강원랜드,22.66,"1,390",21.47,"1,467",18.00,"1,744",1.78,"17,691",2.86,N/A,235.6
069330,유아이디,-2.88,-612,N/A,N/A,N/A,N/A,0.67,"2,633",N/A,N/A,89.2
064760,티씨케이,14.83,"4,013",14.83,"4,013",12.00,"5,173",3.77,"15,772",1.51,N/A,374.9
037270,YG PLUS,-755.00,-2,N/A,N/A,N/A,N/A,0.93,"1,628",N/A,N/A,235.9
052710,아모텍,29.66,730,29.66,730,15.00,"1,472",1.07,"20,260",N/A,2.7,91.9
072710,농심홀딩스,8.53,"10,077",8.53,"10,077",N/A,N/A,0.45,"192,883",2.33,13.3,86.3
065950,웰크론,16.73,214,16.13,222,N/A,N/A,1.56,"2,297",N/A,N/A,112.2
047310,파워로직스,20.33,696,20.33,696,N/A,N/A,2.66,"5,327",N/A,46.1,123.8
071050,한국금융지주,8.68,"8,599",8.23,"9,062",7.00,"10,478",1.01,"73,919",2.41,N/A,N/A
056000,신스타임즈,-31.32,-72,N/A,N/A,N/A,N/A,1.56,"1,442",N/A,N/A,700.5
041520,이라이콤,8.64,675,8.64,675,N/A,N/A,0.34,"17,245",6.86,N/A,308.5
065560,녹원씨엔아이,17.50,508,17.47,509,N/A,N/A,1.72,"5,164",1.22,4.1,138.6
072130,유엔젤,36.89,135,31.92,156,N/A,N/A,1.38,"3,619",2.01,N/A,392.2
034120,SBS,84.27,267,81.82,275,16.00,"1,422",0.71,"31,654",1.11,N/A,161.1
064240,홈캐스트,-8.48,-610,N/A,N/A,N/A,N/A,2.17,"2,387",N/A,N/A,406.2
066790,씨씨에스,-4.81,-88,N/A,N/A,N/A,N/A,1.48,285,N/A,N/A,87.8
069080,웹젠,11.43,"1,426",10.13,"1,609",14.00,"1,138",1.62,"10,075",N/A,N/A,408.9
036570,엔씨소프트,24.87,"19,061",23.90,"19,831",23.00,"20,853",4.12,"114,980",1.28,39.9,376.7
071090,하이스틸,-5.91,"-3,581",N/A,N/A,N/A,N/A,0.33,"64,222",1.65,N/A,126.2
067080,대화제약,47.12,365,45.74,376,N/A,N/A,3.96,"4,347",0.87,2.7,106.6
066590,우수AMS,77.20,59,77.20,59,N/A,N/A,1.89,"2,414",0.66,3.3,75.5
067290,JW신약,-32.58,-182,N/A,N/A,N/A,N/A,7.36,806,1.01,N/A,97
066130,하츠,60.93,118,58.93,122,N/A,N/A,1.09,"6,606",0.42,213.8,568.1
046140,SBS콘텐츠허브,15.51,385,15.51,385,N/A,N/A,0.82,"7,273",1.26,N/A,375.7
065450,빅텍,90.29,35,90.29,35,N/A,N/A,2.12,"1,489",0.95,4,240.1
065130,탑엔지니어링,10.96,"1,049",9.84,"1,169",N/A,N/A,1.03,"11,116",0.87,48.8,135.3
069730,DSR제강,9.72,513,9.72,513,N/A,N/A,0.53,"9,454",0.80,6.1,150.1
065440,이루온,37.78,45,32.69,52,N/A,N/A,1.32,"1,290",N/A,N/A,225.1
006890,태경화학,24.06,251,24.06,251,N/A,N/A,0.64,"9,382",2.48,61.8,213.1
049630,재영솔루텍,22.73,55,20.83,60,N/A,N/A,2.11,593,N/A,3.2,66.2
021650,한국큐빅,47.98,52,49.90,50,N/A,N/A,0.74,"3,358",0.60,3.7,107.1
051370,인터플렉스,-3.31,"-3,546",N/A,N/A,N/A,N/A,1.12,"10,474",N/A,N/A,115.4
065650,메디프론,-24.34,-189,N/A,N/A,N/A,N/A,7.06,652,N/A,N/A,N/A
065570,삼영이엔씨,190.32,31,190.32,31,N/A,N/A,0.62,"9,453",4.76,1.1,543.6
066980,브레인콘텐츠,-10.13,-89,N/A,N/A,N/A,N/A,1.33,680,N/A,1.9,360.6
016100,리더스코스메틱,-20.78,-474,N/A,N/A,N/A,N/A,2.24,"4,388",N/A,N/A,127.2
011500,한농화성,11.24,375,10.98,384,N/A,N/A,0.57,"7,351",2.85,11.5,273.4
065940,바이오빌,-0.55,"-2,957",N/A,N/A,N/A,N/A,1.62,"1,007",N/A,N/A,58.4
042040,케이피엠테크,2.53,411,2.53,411,N/A,N/A,0.73,"1,433",N/A,N/A,96.2
066970,엘앤에프,33.97,786,28.80,927,64.00,415,3.99,"6,690",0.38,7.4,127.4
066670,디스플레이텍,23.81,160,22.41,170,N/A,N/A,0.45,"8,473",2.62,35.8,232
066430,와이오엠,-27.27,-264,N/A,N/A,N/A,N/A,13.28,542,N/A,0,57.4
047820,초록뱀,-6.88,-210,N/A,N/A,N/A,N/A,1.72,838,N/A,0.5,99.3
064090,에프앤리퍼블릭,19.70,67,19.70,67,N/A,N/A,1.27,"1,036",N/A,N/A,95.6
049960,쎌바이오텍,10.67,"2,062",8.52,"2,583",N/A,N/A,1.56,"14,076",2.73,364,N/A
053290,NE능률,-13.01,-302,N/A,N/A,N/A,N/A,0.91,"4,334",1.27,9.3,241.4
064520,바른전자,-0.97,-433,N/A,N/A,N/A,N/A,1.82,230,N/A,N/A,61.1
069960,현대백화점,8.25,"10,211",7.95,"10,594",9.00,"9,876",0.46,"183,201",1.07,20.2,96.1
035600,KG이니시스,11.56,"1,263",11.44,"1,276",N/A,N/A,1.89,"7,721",2.06,22.1,104.9
065170,넥스트BT,86.09,23,86.09,23,N/A,N/A,2.03,973,N/A,0.9,224.1
069460,대호에이엘,135.71,28,135.71,28,N/A,N/A,3.52,"1,080",N/A,N/A,82.9
034230,파라다이스,-71.00,-231,N/A,N/A,-278.00,-59,1.10,"14,935",0.61,N/A,53.6
069620,대웅제약,-121.56,"-1,308",N/A,N/A,51.00,"3,107",3.32,"47,877",0.38,5,138.8
041590,에너전트,-6.40,-258,N/A,N/A,N/A,N/A,0.76,"2,159",N/A,N/A,28
027740,마니커,-14.02,-87,N/A,N/A,N/A,N/A,1.86,656,N/A,2.8,83.1
036530,S&T홀딩스,8.32,"1,683",8.23,"1,701",N/A,N/A,0.33,"42,966",2.86,89.2,295.8
069260,휴켐스,8.37,"2,556",7.95,"2,693",11.00,"1,962",1.30,"16,488",5.61,37.5,278.1
042600,새로닉스,7.48,592,7.36,602,N/A,N/A,0.69,"6,398",0.90,N/A,164
033530,세종공업,-6.57,-955,N/A,N/A,N/A,N/A,0.34,"18,303",0.80,N/A,103.8
065500,오리엔트정공,-4.08,-124,N/A,N/A,N/A,N/A,1.09,463,N/A,N/A,129.2
060900,퍼시픽바이오,-5.87,-140,N/A,N/A,N/A,N/A,5.30,155,N/A,N/A,122.4
066620,국보디자인,8.19,"1,850",8.14,"1,862",N/A,N/A,0.99,"15,240",1.85,N/A,245.1
065420,에스아이리소스,-11.62,-55,N/A,N/A,N/A,N/A,1.63,391,N/A,N/A,191.6
052770,와이디온라인,-1.35,-595,N/A,N/A,N/A,N/A,35.00,23,N/A,N/A,77.9
064800,필링크,-5.17,-323,N/A,N/A,N/A,N/A,0.89,"1,886",0.60,2.5,96.1
058430,포스코강판,10.31,"1,891",10.31,"1,891",N/A,N/A,0.53,"36,515",2.56,0.3,120.7
039980,리노스,28.67,60,27.74,62,N/A,N/A,0.89,"1,935",1.66,2.9,486.5
048410,현대바이오,220.00,80,225.64,78,N/A,N/A,14.65,"1,201",N/A,2.9,282.8
068290,삼성출판사,512.12,33,512.12,33,N/A,N/A,1.95,"8,686",0.59,1.1,117.8
067830,세이브존I&C,6.22,619,5.72,673,N/A,N/A,0.33,"11,509",1.30,27.7,104.8
058610,에스피지,22.20,372,21.29,388,N/A,N/A,1.32,"6,265",1.21,4.4,138.8
045340,토탈소프트,8.81,327,8.81,327,N/A,N/A,2.78,"1,037",N/A,4.3,269.9
030610,교보증권,5.00,"2,148",4.85,"2,216",N/A,N/A,0.43,"25,251",3.26,N/A,N/A
065710,서호전기,22.15,"1,054",22.11,"1,056",N/A,N/A,1.93,"12,123",2.14,160.9,378.2
065690,파커스,9.91,327,9.39,345,N/A,N/A,0.46,"7,040",9.26,N/A,255.8
009240,한샘,20.22,"3,823",15.15,"5,103",22.00,"3,507",2.37,"32,581",1.55,12.3,127.1
066110,한프,-2.46,-749,N/A,N/A,N/A,N/A,2.66,694,N/A,N/A,56.7
043710,서울리거,-17.36,-165,N/A,N/A,N/A,N/A,1.50,"1,905",N/A,N/A,341.4
060560,홈센타홀딩스,-3.13,-428,N/A,N/A,N/A,N/A,1.40,960,3.73,N/A,62
036010,아비코전자,2.56,"1,967",2.56,"1,967",N/A,N/A,0.61,"8,278",2.98,45.4,406.5
060280,큐렉소,-6.95,-898,N/A,N/A,N/A,N/A,2.97,"2,099",N/A,N/A,N/A
065620,제낙스,-43.97,-406,N/A,N/A,N/A,N/A,43.64,409,N/A,N/A,123.9
060230,이그잭스,-40.33,-45,N/A,N/A,N/A,N/A,2.84,640,N/A,1.6,175.2
057680,옴니텔,15.23,86,15.78,83,N/A,N/A,1.39,944,N/A,0.5,62.3
046940,우원개발,-42.26,-93,N/A,N/A,N/A,N/A,1.04,"3,774",2.55,39.9,109.7
034300,신세계건설,2.94,"10,769",2.94,"10,769",N/A,N/A,0.65,"48,912",2.37,6,68.1
060150,인선이엔티,20.21,421,20.21,421,N/A,N/A,1.71,"4,983",N/A,5.2,52.9
065530,전파기지국,260.26,19,224.77,22,N/A,N/A,3.26,"1,517",1.01,1.1,80.5
063440,SM Life Design,-36.38,-47,N/A,N/A,N/A,N/A,1.51,"1,135",N/A,N/A,N/A
017370,우신시스템,-26.87,-217,N/A,N/A,N/A,N/A,0.89,"6,572",0.17,0.5,96.2
051160,지어소프트,111.64,67,111.64,67,N/A,N/A,12.92,579,N/A,76.4,113.7
065060,지엔코,-3.54,-391,N/A,N/A,N/A,N/A,1.17,"1,180",N/A,N/A,114
049180,셀루메드,-17.69,-467,N/A,N/A,N/A,N/A,6.39,"1,292",N/A,N/A,92.5
060720,KH바텍,-5.89,"-1,935",N/A,N/A,N/A,N/A,1.26,"9,057",0.44,N/A,170.2
061040,알에프텍,18.65,347,18.33,353,N/A,N/A,0.98,"6,593",0.77,0.2,167.2
050760,에스폴리텍,50.54,93,48.96,96,N/A,N/A,1.60,"2,930",0.53,10.5,116.9
054210,이랜텍,-12.11,-531,N/A,N/A,N/A,N/A,0.93,"6,884",1.24,3.9,97.4
050120,라이브플렉스,-18.47,-47,N/A,N/A,N/A,N/A,1.02,847,N/A,N/A,113.3
054410,케이피티유,11.13,438,10.91,447,N/A,N/A,0.77,"6,357",1.03,0.4,56.3
060310,3S,-76.62,-34,N/A,N/A,N/A,N/A,3.70,704,N/A,N/A,92.8
066570,LG전자,11.36,"6,858",11.32,"6,882",9.00,"8,609",0.98,"79,156",0.96,8.8,115.2
061250,화일약품,19.26,352,18.08,375,N/A,N/A,0.91,"7,487",2.21,16.1,345.8
053980,오상자이엘,-113.75,-72,N/A,N/A,N/A,N/A,2.92,"2,805",N/A,0.7,113.8
024720,한국콜마홀딩스,8.64,"3,448",8.26,"3,608",N/A,N/A,1.52,"19,657",0.65,6,103.7
054050,농우바이오,6.22,"1,850",6.22,"1,850",N/A,N/A,0.81,"14,207",3.04,48.6,411.5
039420,케이엘넷,37.85,79,35.60,84,N/A,N/A,1.93,"1,546",1.00,20.3,263.5
064960,S&T모티브,11.82,"3,848",11.36,"4,005","1,820.00",25,0.86,"53,045",2.64,349.3,217.3
039440,에스티아이,12.98,"1,283",12.54,"1,328",N/A,N/A,1.67,"9,968",1.50,28.6,197.5
049550,잉크테크,-14.45,-265,N/A,N/A,N/A,N/A,1.56,"2,461",N/A,N/A,82.7
054670,대한뉴팜,74.27,171,72.99,174,N/A,N/A,4.14,"3,069",0.39,12.6,122.7
060590,씨티씨바이오,-15.20,-498,N/A,N/A,N/A,N/A,1.66,"4,563",N/A,N/A,122.9
049070,인탑스,15.11,"1,314",15.11,"1,314",13.00,"1,562",0.85,"23,429",1.01,40.1,209.9
060370,KT서브마린,-19.97,-196,N/A,N/A,N/A,N/A,0.78,"5,020",0.77,N/A,106.6
051380,피씨디렉트,12.22,441,12.22,441,N/A,N/A,1.25,"4,325",1.86,13.8,216.6
053660,현진소재,-1.56,"-1,615",N/A,N/A,N/A,N/A,1.05,"2,401",N/A,N/A,48.8
037710,광주신세계,6.51,"28,183",6.51,"28,183",N/A,N/A,0.47,"387,910",1.63,196.9,117.3
053270,구영테크,6.31,264,5.62,296,N/A,N/A,0.60,"2,756",1.80,1.5,76.4
034950,한국기업평가,17.61,"3,567",17.30,"3,630",N/A,N/A,3.22,"19,525",3.76,N/A,431.8
060260,뉴보텍,58.80,25,56.54,26,N/A,N/A,1.93,760,N/A,N/A,187.6
060380,동양에스텍,-126.67,-24,N/A,N/A,N/A,N/A,0.59,"5,196",3.29,1.1,109.3
046310,백금T&A,9.39,311,9.39,311,N/A,N/A,1.12,"2,608",1.71,12.7,186.9
058530,슈펙스비앤피,-3.52,-235,N/A,N/A,N/A,N/A,0.90,920,N/A,0.4,92
049720,고려신용정보,13.98,327,13.60,336,N/A,N/A,3.32,"1,378",4.81,55.5,113.4
052670,제일바이오,68.84,69,62.50,76,N/A,N/A,2.14,"2,215",N/A,N/A,N/A
046890,서울반도체,17.60,"1,077",17.32,"1,094",15.00,"1,286",1.68,"11,299",1.50,9,140.3
013990,아가방컴퍼니,-7.13,-472,N/A,N/A,N/A,N/A,0.73,"4,593",N/A,N/A,473
058450,일야,-1.75,-872,N/A,N/A,N/A,N/A,1.74,876,7.21,N/A,74.1
059090,미코,15.18,444,14.91,452,N/A,N/A,2.44,"2,766",0.59,7,216.4
050320,에이앤티앤,-20.25,-159,N/A,N/A,N/A,N/A,11.93,270,N/A,N/A,128
054930,유신,-9.13,"-2,471",N/A,N/A,N/A,N/A,0.78,"29,055",0.89,N/A,184.4
035200,프럼파스트,20.03,169,20.03,169,N/A,N/A,0.93,"3,653",2.44,218.1,968
054040,한국컴퓨터,-6.52,-376,N/A,N/A,N/A,N/A,0.43,"5,660",4.08,N/A,425.6
048470,대동스틸,"1,476.00",5,"1,476.00",5,N/A,N/A,1.19,"6,215",0.68,N/A,431.4
060300,레드로버,-1.04,"-1,111",N/A,N/A,N/A,N/A,0.54,"2,128",N/A,N/A,790.4
042500,링네트,22.99,234,20.38,264,N/A,N/A,1.27,"4,222",N/A,55,202.9
058420,제이웨이,-5.86,-221,N/A,N/A,N/A,N/A,1.99,650,N/A,N/A,133.1
040350,큐로컴,-5.20,-223,N/A,N/A,N/A,N/A,1.96,592,N/A,N/A,29.1
054300,팬스타엔터프라이즈,-41.80,-25,N/A,N/A,N/A,N/A,1.38,757,N/A,0,160.9
054340,피앤텔,-0.97,"-6,918",N/A,N/A,N/A,N/A,8.92,749,N/A,N/A,13.3
047080,한빛소프트,-8.60,-350,N/A,N/A,N/A,N/A,6.01,501,N/A,67.8,106.9
020760,일진디스플,82.29,59,82.29,59,N/A,N/A,1.69,"2,866",1.03,N/A,81.3
060250,NHN한국사이버결제,18.31,751,18.00,764,14.00,965,2.63,"5,237",1.04,58.5,140.1
053260,금강철강,13.23,282,11.92,313,N/A,N/A,0.57,"6,550",2.68,10.9,385.5
060240,룽투코리아,8.52,586,5.61,889,N/A,N/A,1.83,"2,730",N/A,6.1,820.8
056730,포스링크,-3.11,-469,N/A,N/A,N/A,N/A,2.18,670,N/A,N/A,69.6
057500,SKC 솔믹스,8.15,399,8.15,399,N/A,N/A,2.09,"1,552",N/A,14.9,96.2
041930,동아화성,14.62,403,13.86,425,N/A,N/A,0.88,"6,705",0.85,3.2,119.1
054220,비츠로시스,-0.98,-496,N/A,N/A,N/A,N/A,0.42,"1,156",N/A,N/A,135.7
014940,오리엔탈정공,-11.07,-73,N/A,N/A,N/A,N/A,2.91,278,N/A,0.4,37.7
033180,필룩스,-31.44,-209,N/A,N/A,N/A,N/A,2.22,"2,963",0.74,4.1,104.4
043590,크로바하이텍,-1.69,-883,N/A,N/A,N/A,N/A,0.80,"1,863",N/A,N/A,84.3
058470,리노공업,18.43,"3,191",18.27,"3,219",18.00,"3,283",3.39,"17,357",1.87,N/A,618.8
045300,성우테크론,6.79,582,6.52,606,N/A,N/A,0.76,"5,209",1.86,4.4,137.9
056190,에스에프에이,9.22,"4,399",8.90,"4,556",9.00,"4,616",1.73,"23,445",3.15,15.6,241.2
056700,신화인터텍,-26.65,-176,N/A,N/A,N/A,N/A,1.56,"3,002",1.07,9.9,76
054940,엑사이엔씨,-11.69,-127,N/A,N/A,N/A,N/A,0.94,"1,574",N/A,N/A,140.9
043370,평화정공,4.37,"2,135",4.37,"2,135",N/A,N/A,0.36,"25,863",1.72,2.4,154.9
063160,종근당바이오,17.00,"1,521",16.67,"1,551",N/A,N/A,0.90,"28,787",0.77,37.3,269.4
054620,APS홀딩스,68.02,58,61.64,64,N/A,N/A,0.33,"12,073",N/A,N/A,249.9
056360,코위버,14.55,633,13.89,663,N/A,N/A,0.86,"10,661",1.63,N/A,179.4
043260,성호전자,-18.45,-55,N/A,N/A,N/A,N/A,0.73,"1,398",N/A,0.8,106.8
038340,UCI,-25.85,-71,N/A,N/A,N/A,N/A,2.59,708,N/A,N/A,125.5
051390,YW,21.68,190,17.53,235,N/A,N/A,0.53,"7,741",2.43,2.3,459.6
054540,삼영엠텍,31.39,108,31.10,109,N/A,N/A,0.58,"5,870",1.77,0.9,185.5
053350,이니텍,-10.47,-529,N/A,N/A,N/A,N/A,0.87,"6,389",0.36,N/A,443.4
054630,에이디칩스,-7.19,-288,N/A,N/A,N/A,N/A,2.01,"1,031",N/A,N/A,104.9
056080,유진로봇,-123.00,-30,N/A,N/A,N/A,N/A,1.98,"1,867",N/A,N/A,276.9
044490,태웅,-6.28,"-1,633",N/A,N/A,N/A,N/A,0.34,"30,137",N/A,N/A,289.9
053950,경남제약,52.60,327,52.60,327,N/A,N/A,7.32,"2,351",N/A,N/A,221
053700,삼보모터스,22.33,283,21.28,297,N/A,N/A,0.46,"13,858",1.11,0.7,77.5
054920,한컴시큐어,160.25,20,267.08,12,N/A,N/A,0.76,"4,204",N/A,N/A,31
041960,코미팜,-95.55,-247,N/A,N/A,N/A,N/A,14.60,"1,616",N/A,N/A,127.9
053160,프리엠스,16.48,384,14.52,436,N/A,N/A,0.74,"8,569",0.79,N/A,N/A
052400,코나아이,-5.53,"-3,225",N/A,N/A,N/A,N/A,2.91,"6,140",1.82,0.2,190.7
054180,중앙오션,-35.25,-80,N/A,N/A,N/A,N/A,3.49,809,N/A,N/A,42.8
049470,SGA,-11.42,-88,N/A,N/A,N/A,N/A,1.19,847,N/A,N/A,194.9
053050,지에스이,8.04,194,7.46,209,N/A,N/A,0.65,"2,395",3.85,26.5,87.2
043090,팜스웰바이오,-14.88,-206,N/A,N/A,N/A,N/A,4.55,673,N/A,N/A,326.3
053110,소리바다,-6.45,-183,N/A,N/A,N/A,N/A,2.53,466,N/A,N/A,53.4
054800,아이디스홀딩스,6.57,"2,178",5.88,"2,432",N/A,N/A,0.60,"23,839",1.40,12.9,297.1
047770,코데즈컴바인,33.48,92,33.48,92,N/A,N/A,3.35,920,N/A,11.4,83.8
053800,안랩,27.49,"2,281",23.84,"2,630",N/A,N/A,2.80,"22,381",1.43,N/A,296.3
055550,신한지주,6.83,"6,657",6.92,"6,579",7.00,"6,882",0.60,"75,923",3.52,N/A,N/A
040300,YTN,125.00,16,125.00,16,N/A,N/A,0.45,"4,479",1.00,N/A,146.9
058820,CMG제약,67.59,56,67.59,56,N/A,N/A,3.96,955,N/A,80.2,805.1
035900,JYP Ent.,38.39,685,35.44,742,27.00,968,6.83,"3,848",0.46,7.1,294.6
053590,한국테크놀로지,-2.13,-630,N/A,N/A,N/A,N/A,4.22,319,N/A,N/A,102.9
021320,KCC건설,6.34,"1,127",6.34,"1,127",N/A,N/A,0.43,"16,529",1.82,18.7,136.5
